Block Address with Zip,Crime Count,SafetyScore,ZipCode,block,street
"0 BLOCK  JEROME ST, 02125",22,31.15358819584172,02125,0,JEROME ST
"0 BLOCK  JERSEY ST, 02115",2,100.0,02115,0,JERSEY ST
"0 BLOCK  JERSEY ST, 02215",269,0.8886653252850429,02215,0,JERSEY ST
"0 BLOCK  JESS ST, 02130",9,53.923541247484906,02130,0,JESS ST
"0 BLOCK  JETTE COURT, 02135",4,75.85513078470825,02135,0,JETTE COURT
"0 BLOCK  JETTE CT, 02135",64,9.507042253521124,02135,0,JETTE CT
"0 BLOCK  JEWETT ST, 02131",10,50.93896713615024,02131,0,JEWETT ST
"0 BLOCK  JEWISH WAR VETERANS DR, 02121",34,20.875251509054326,02121,0,JEWISH WAR VETERANS DR
"0 BLOCK  JIMMY FUND WAY, 02115",2,100.0,02115,0,JIMMY FUND WAY
"0 BLOCK  JOHN A. ANDREW ST, 02130",2,100.0,02130,0,JOHN A. ANDREW ST
"0 BLOCK  JOHN ALDEN RD, 02132",2,100.0,02132,0,JOHN ALDEN RD
"0 BLOCK  JOHN ELIOT SQ, 02119",53,12.45808182427901,02119,0,JOHN ELIOT SQ
"0 BLOCK  JOHN ELIOT SQUARE, 02119",3,84.40643863179075,02119,0,JOHN ELIOT SQUARE
"0 BLOCK  JOHN F. FITZGERALD SURFACE RD, 02114",3,84.40643863179075,02114,0,JOHN F. FITZGERALD SURFACE RD
"0 BLOCK  JOHNNY CT, 02111",3,84.40643863179075,02111,0,JOHNNY CT
"0 BLOCK  JOHNSON ST, 02132",3,84.40643863179075,02132,0,JOHNSON ST
"0 BLOCK  JOHNSON TER, 02124",7,60.39570757880617,02124,0,JOHNSON TER
"0 BLOCK  JOHNSTON RD, 02124",31,22.98792756539235,02124,0,JOHNSTON RD
"0 BLOCK  JOHNSTON ROAD, 02124",3,84.40643863179075,02124,0,JOHNSTON ROAD
"0 BLOCK  JOHNSWOOD RD, 02131",11,48.52448021462106,02131,0,JOHNSWOOD RD
"0 BLOCK  JONES AVE, 02124",30,23.725687458081826,02124,0,JONES AVE
"0 BLOCK  JONES, 02124",2,100.0,02124,0,JONES
"0 BLOCK  JOSEPH AGRI ST, 02127",10,50.93896713615024,02127,0,JOSEPH AGRI ST
"0 BLOCK  JOSEPH ST, 02124",5,70.03688799463448,02124,0,JOSEPH ST
"0 BLOCK  JOSEPHINE ST, 02122",44,15.912139503688804,02122,0,JOSEPHINE ST
"0 BLOCK  JOSLIN PL, 02215",6,64.738430583501,02215,0,JOSLIN PL
"0 BLOCK  JOY ST, 02114",36,19.634473507712947,02114,0,JOY ST
"0 BLOCK  JOYCE HAYES WAY, 02127",24,29.10798122065728,02127,0,JOYCE HAYES WAY
"0 BLOCK  JOYCE KILMER RD, 02132",6,64.738430583501,02132,0,JOYCE KILMER RD
"0 BLOCK  JOYCE RD, 02126",2,100.0,02126,0,JOYCE RD
"0 BLOCK  JUDGE ST, 02120",2,100.0,02120,0,JUDGE ST
"0 BLOCK  JUDSON ST, 02125",29,24.463447350771293,02125,0,JUDSON ST
"0 BLOCK  JULIAN ST, 02119",6,64.738430583501,02119,0,JULIAN ST
"0 BLOCK  JULIAN ST, 02125",47,14.604292421193833,02125,0,JULIAN ST
"0 BLOCK  JULIAN, 02125",2,100.0,02125,0,JULIAN
"0 BLOCK  JULIETTE ST, 02122",32,22.31723675385648,02122,0,JULIETTE ST
"0 BLOCK  JUNE ST, 02131",12,46.12676056338029,02131,0,JUNE ST
"0 BLOCK  JUNIPER ST, 02119",11,48.52448021462106,02119,0,JUNIPER ST
"0 BLOCK  JUSTIN RD, 02135",2,100.0,02135,0,JUSTIN RD
"0 BLOCK  JUSTINIAN WAY, 02134",8,56.87458081824279,02134,0,JUSTINIAN WAY
"0 BLOCK  K ST, 02127",9,53.923541247484906,02127,0,K ST
"0 BLOCK  KAVANAUGH WAY, 02121",2,100.0,02121,0,KAVANAUGH WAY
"0 BLOCK  KEANE RD, 02132",3,84.40643863179075,02132,0,KEANE RD
"0 BLOCK  KEARSARGE AVE, 02119",25,27.90073775989269,02119,0,KEARSARGE AVE
"0 BLOCK  KEEGAN ST, 02119",21,32.14285714285714,02119,0,KEEGAN ST
"0 BLOCK  KEITH ST, 02132",2,100.0,02132,0,KEITH ST
"0 BLOCK  KELLEY CT, 02135",4,75.85513078470825,02135,0,KELLEY CT
"0 BLOCK  KEMBLE ST, 02119",20,33.433936955063714,02119,0,KEMBLE ST
"0 BLOCK  KEMP ST, 02127",4,75.85513078470825,02127,0,KEMP ST
"0 BLOCK  KEMPTON ST, 02115",22,31.15358819584172,02115,0,KEMPTON ST
"0 BLOCK  KENBERMA RD, 02124",32,22.31723675385648,02124,0,KENBERMA RD
"0 BLOCK  KENBERMA ROAD, 02124",2,100.0,02124,0,KENBERMA ROAD
"0 BLOCK  KENBERMA, 02124",4,75.85513078470825,02124,0,KENBERMA
"0 BLOCK  KENDALL ST, 02118",4,75.85513078470825,02118,0,KENDALL ST
"0 BLOCK  KENILWORTH ST, 02119",23,30.14755197853789,02119,0,KENILWORTH ST
"0 BLOCK  KENILWORTH, 02119",2,100.0,02119,0,KENILWORTH
"0 BLOCK  KENMORE SQ, 02215",7,60.39570757880617,02215,0,KENMORE SQ
"0 BLOCK  KENMORE ST, 02215",13,44.26559356136821,02215,0,KENMORE ST
"0 BLOCK  KENNEBEC ST, 02126",2,100.0,02126,0,KENNEBEC ST
"0 BLOCK  KENNETH ST, 02132",2,100.0,02132,0,KENNETH ST
"0 BLOCK  KENNEY ST, 02130",12,46.12676056338029,02130,0,KENNEY ST
"0 BLOCK  KENRICK ST, 02135",12,46.12676056338029,02135,0,KENRICK ST
"0 BLOCK  KENSINGTON PARK, 02119",37,19.19852448021462,02119,0,KENSINGTON PARK
"0 BLOCK  KENSINGTON ST, 02119",6,64.738430583501,02119,0,KENSINGTON ST
"0 BLOCK  KENSINGTON, 02119",2,100.0,02119,0,KENSINGTON
"0 BLOCK  KENTON RD, 02130",3,84.40643863179075,02130,0,KENTON RD
"0 BLOCK  KENWOOD ST, 02124",14,42.25352112676056,02124,0,KENWOOD ST
"0 BLOCK  KERR PL, 02120",9,53.923541247484906,02120,0,KERR PL
"0 BLOCK  KERSHAW RD, 02132",2,100.0,02132,0,KERSHAW RD
"0 BLOCK  KERWIN ST, 02124",16,38.43058350100603,02124,0,KERWIN ST
"0 BLOCK  KESWICK ST, 02215",3,84.40643863179075,02215,0,KESWICK ST
"0 BLOCK  KEVIN RD, 02125",6,64.738430583501,02125,0,KEVIN RD
"0 BLOCK  KEYSTONE ST, 02132",11,48.52448021462106,02132,0,KEYSTONE ST
"0 BLOCK  KIERNAN RD, 02132",2,100.0,02132,0,KIERNAN RD
"0 BLOCK  KILMARNOCK ST, 02215",70,8.534540576794104,02215,0,KILMARNOCK ST
"0 BLOCK  KILSYTH RD, 02135",9,53.923541247484906,02135,0,KILSYTH RD
"0 BLOCK  KIMBALL ST, 02122",6,64.738430583501,02122,0,KIMBALL ST
"0 BLOCK  KINEO ST, 02121",7,60.39570757880617,02121,0,KINEO ST
"0 BLOCK  KING ST, 02119",2,100.0,02119,0,KING ST
"0 BLOCK  KING ST, 02122",53,12.45808182427901,02122,0,KING ST
"0 BLOCK  KING ST, 02124",7,60.39570757880617,02124,0,KING ST
"0 BLOCK  KINGBIRD RD, 02124",42,16.834339369550634,02124,0,KINGBIRD RD
"0 BLOCK  KINGBIRD ROAD, 02124",19,34.607645875251514,02124,0,KINGBIRD ROAD
"0 BLOCK  KINGSBORO PARK, 02130",4,75.85513078470825,02130,0,KINGSBORO PARK
"0 BLOCK  KINGSDALE ST, 02124",123,3.386988598256202,02124,0,KINGSDALE ST
"0 BLOCK  KINGSDALE, 02124",2,100.0,02124,0,KINGSDALE
"0 BLOCK  KINGSLEY ST, 02134",3,84.40643863179075,02134,0,KINGSLEY ST
"0 BLOCK  KINGSTON ST, 02110",8,56.87458081824279,02110,0,KINGSTON ST
"0 BLOCK  KINGSTON ST, 02111",46,15.006706908115364,02111,0,KINGSTON ST
"0 BLOCK  KINROSS RD, 02135",6,64.738430583501,02135,0,KINROSS RD
"0 BLOCK  KIRKWOOD RD, 02135",12,46.12676056338029,02135,0,KIRKWOOD RD
"0 BLOCK  KITTREDGE ST, 02131",24,29.10798122065728,02131,0,KITTREDGE ST
"0 BLOCK  KNAPP ST, 02111",4,75.85513078470825,02111,0,KNAPP ST
"0 BLOCK  KNEELAND ST, 02111",50,13.69885982562039,02111,0,KNEELAND ST
"0 BLOCK  KNIGHT ST, 02136",12,46.12676056338029,02136,0,KNIGHT ST
"0 BLOCK  KNOLL ST, 02131",8,56.87458081824279,02131,0,KNOLL ST
"0 BLOCK  KNOWLTON ST, 02127",4,75.85513078470825,02127,0,KNOWLTON ST
"0 BLOCK  KOVEY RD, 02136",16,38.43058350100603,02136,0,KOVEY RD
"0 BLOCK  L ST, 02127",34,20.875251509054326,02127,0,L ST
"0 BLOCK  LABAN PRATT RD, 02122",5,70.03688799463448,02122,0,LABAN PRATT RD
"0 BLOCK  LAFIELD ST, 02122",18,35.798122065727696,02122,0,LAFIELD ST
"0 BLOCK  LAGRANGE PL, 02119",2,100.0,02119,0,LAGRANGE PL
"0 BLOCK  LAGRANGE ST, 02116",32,22.31723675385648,02116,0,LAGRANGE ST
"0 BLOCK  LAGRANGE ST, 02132",16,38.43058350100603,02132,0,LAGRANGE ST
"0 BLOCK  LAKE SHORE CT, 02135",17,37.156270959087855,02135,0,LAKE SHORE CT
"0 BLOCK  LAKE SHORE RD, 02135",15,39.87256874580818,02135,0,LAKE SHORE RD
"0 BLOCK  LAKE SHORE TER, 02135",3,84.40643863179075,02135,0,LAKE SHORE TER
"0 BLOCK  LAKE ST, 02135",20,33.433936955063714,02135,0,LAKE ST
"0 BLOCK  LAKESIDE AVE, 02136",3,84.40643863179075,02136,0,LAKESIDE AVE
"0 BLOCK  LAKEVILLE RD, 02130",8,56.87458081824279,02130,0,LAKEVILLE RD
"0 BLOCK  LAMARTINE ST, 02130",32,22.31723675385648,02130,0,LAMARTINE ST
"0 BLOCK  LAMARTINE TER, 02130",2,100.0,02130,0,LAMARTINE TER
"0 BLOCK  LAMARTINE, 02130",2,100.0,02130,0,LAMARTINE
"0 BLOCK  LAMBERT AVE, 02119",26,26.86116700201208,02119,0,LAMBERT AVE
"0 BLOCK  LAMBERT ST, 02119",10,50.93896713615024,02119,0,LAMBERT ST
"0 BLOCK  LAMSON ST, 02128",5,70.03688799463448,02128,0,LAMSON ST
"0 BLOCK  LANARK RD, 02135",20,33.433936955063714,02135,0,LANARK RD
"0 BLOCK  LANARK ROAD, 02135",5,70.03688799463448,02135,0,LANARK ROAD
"0 BLOCK  LANCASTER ST, 02114",8,56.87458081824279,02114,0,LANCASTER ST
"0 BLOCK  LANDING ST, 02128",14,42.25352112676056,02128,0,LANDING ST
"0 BLOCK  LANDOR RD, 02126",13,44.26559356136821,02126,0,LANDOR RD
"0 BLOCK  LANDOR ROAD, 02126",2,100.0,02126,0,LANDOR ROAD
"0 BLOCK  LANDSEER ST, 02132",4,75.85513078470825,02132,0,LANDSEER ST
"0 BLOCK  LANE PARK, 02135",5,70.03688799463448,02135,0,LANE PARK
"0 BLOCK  LANGDON ST, 02119",22,31.15358819584172,02119,0,LANGDON ST
"0 BLOCK  LANGFORD PARK, 02119",6,64.738430583501,02119,0,LANGFORD PARK
"0 BLOCK  LANGLEY RD, 02135",30,23.725687458081826,02135,0,LANGLEY RD
"0 BLOCK  LANSDOWNE ST, 02215",309,0.687458081824277,02215,0,LANSDOWNE ST
"0 BLOCK  LARCH PL, 02131",4,75.85513078470825,02131,0,LARCH PL
"0 BLOCK  LARCH ST, 02135",2,100.0,02135,0,LARCH ST
"0 BLOCK  LARCHMONT ST, 02124",49,14.000670690811534,02124,0,LARCHMONT ST
"0 BLOCK  LAREDO ST, 02121",3,84.40643863179075,02121,0,LAREDO ST
"0 BLOCK  LARK ST, 02127",2,100.0,02127,0,LARK ST
"0 BLOCK  LAROSE PL, 02135",9,53.923541247484906,02135,0,LAROSE PL
"0 BLOCK  LASELL ST, 02132",11,48.52448021462106,02132,0,LASELL ST
"0 BLOCK  LATIN RD, 02132",2,100.0,02132,0,LATIN RD
"0 BLOCK  LATTIMORE CT, 02118",30,23.725687458081826,02118,0,LATTIMORE CT
"0 BLOCK  LAUREL ST, 02119",2,100.0,02119,0,LAUREL ST
"0 BLOCK  LAURIAT ST, 02124",4,75.85513078470825,02124,0,LAURIAT ST
"0 BLOCK  LAURIE AVE, 02132",7,60.39570757880617,02132,0,LAURIE AVE
"0 BLOCK  LAUTEN PL, 02127",6,64.738430583501,02127,0,LAUTEN PL
"0 BLOCK  LAVAL ST, 02136",5,70.03688799463448,02136,0,LAVAL ST
"0 BLOCK  LAVANT ST, 02124",2,100.0,02124,0,LAVANT ST
"0 BLOCK  LAWLEY ST, 02122",5,70.03688799463448,02122,0,LAWLEY ST
"0 BLOCK  LAWN ST, 02120",14,42.25352112676056,02120,0,LAWN ST
"0 BLOCK  LAWN ST, 02130",5,70.03688799463448,02130,0,LAWN ST
"0 BLOCK  LAWRENCE AVE, 02121",95,5.298457411133473,02121,0,LAWRENCE AVE
"0 BLOCK  LAWRENCE PL, 02135",3,84.40643863179075,02135,0,LAWRENCE PL
"0 BLOCK  LAWRENCE ST, 02116",11,48.52448021462106,02116,0,LAWRENCE ST
"0 BLOCK  LAWRENCE ST, 02129",10,50.93896713615024,02129,0,LAWRENCE ST
"0 BLOCK  LAWRENCE ST, 02135",7,60.39570757880617,02135,0,LAWRENCE ST
"0 BLOCK  LAWTON ST, 02136",3,84.40643863179075,02136,0,LAWTON ST
"0 BLOCK  LAWTON TER, 02136",7,60.39570757880617,02136,0,LAWTON TER
"0 BLOCK  LEAHAVEN RD, 02126",4,75.85513078470825,02126,0,LEAHAVEN RD
"0 BLOCK  LEAMINGTON RD, 02135",7,60.39570757880617,02135,0,LEAMINGTON RD
"0 BLOCK  LEBANON ST, 02125",2,100.0,02125,0,LEBANON ST
"0 BLOCK  LEDGEBROOK RD, 02126",6,64.738430583501,02126,0,LEDGEBROOK RD
"0 BLOCK  LEDGEWOOD RD, 02132",2,100.0,02132,0,LEDGEWOOD RD
"0 BLOCK  LEE HILL RD, 02131",5,70.03688799463448,02131,0,LEE HILL RD
"0 BLOCK  LEE ST, 02130",2,100.0,02130,0,LEE ST
"0 BLOCK  LEEDS ST, 02127",4,75.85513078470825,02127,0,LEEDS ST
"0 BLOCK  LEEDSVILLE ST, 02122",24,29.10798122065728,02122,0,LEEDSVILLE ST
"0 BLOCK  LEGENDS WAY, 02114",8,56.87458081824279,02114,0,LEGENDS WAY
"0 BLOCK  LEICESTER ST, 02135",13,44.26559356136821,02135,0,LEICESTER ST
"0 BLOCK  LEIGHTON RD, 02136",10,50.93896713615024,02136,0,LEIGHTON RD
"0 BLOCK  LENA TERRACE, 02126",2,100.0,02126,0,LENA TERRACE
"0 BLOCK  LENISTON ST, 02131",8,56.87458081824279,02131,0,LENISTON ST
"0 BLOCK  LENNON CT, 02127",5,70.03688799463448,02127,0,LENNON CT
"0 BLOCK  LENOX ST, 02118",47,14.604292421193833,02118,0,LENOX ST
"0 BLOCK  LENOXDALE AVE, 02124",3,84.40643863179075,02124,0,LENOXDALE AVE
"0 BLOCK  LEO M BIRMINGHAM PKWY, 02135",13,44.26559356136821,02135,0,LEO M BIRMINGHAM PKWY
"0 BLOCK  LEONARD ST, 02122",28,25.16767270288397,02122,0,LEONARD ST
"0 BLOCK  LEROY ST, 02122",56,11.45204560697518,02122,0,LEROY ST
"0 BLOCK  LESEUR RD, 02136",2,100.0,02136,0,LESEUR RD
"0 BLOCK  LESHER ST, 02131",14,42.25352112676056,02131,0,LESHER ST
"0 BLOCK  LESLIE ST, 02122",16,38.43058350100603,02122,0,LESLIE ST
"0 BLOCK  LESTON ST, 02126",25,27.90073775989269,02126,0,LESTON ST
"0 BLOCK  LESTON, 02126",2,100.0,02126,0,LESTON
"0 BLOCK  LEVANT ST, 02122",40,17.739771965124074,02122,0,LEVANT ST
"0 BLOCK  LEVERETT CIR, 02114",2,100.0,02114,0,LEVERETT CIR
"0 BLOCK  LEWIS MALL, 02128",9,53.923541247484906,02128,0,LEWIS MALL
"0 BLOCK  LEWIS PL, 02119",4,75.85513078470825,02119,0,LEWIS PL
"0 BLOCK  LEWIS ST, 02109",8,56.87458081824279,02109,0,LEWIS ST
"0 BLOCK  LEWIS ST, 02113",4,75.85513078470825,02113,0,LEWIS ST
"0 BLOCK  LEWIS ST, 02128",44,15.912139503688804,02128,0,LEWIS ST
"0 BLOCK  LEWIS WHRF, 02110",5,70.03688799463448,02110,0,LEWIS WHRF
"0 BLOCK  LEWISTON ST, 02136",18,35.798122065727696,02136,0,LEWISTON ST
"0 BLOCK  LEXINGTON AVE, 02136",19,34.607645875251514,02136,0,LEXINGTON AVE
"0 BLOCK  LEXINGTON SQ, 02128",2,100.0,02128,0,LEXINGTON SQ
"0 BLOCK  LEXINGTON ST, 02128",37,19.19852448021462,02128,0,LEXINGTON ST
"0 BLOCK  LEXINGTON ST, 02129",7,60.39570757880617,02129,0,LEXINGTON ST
"0 BLOCK  LEYDEN ST, 02128",27,25.93896713615024,02128,0,LEYDEN ST
"0 BLOCK  LEYLAND ST, 02125",44,15.912139503688804,02125,0,LEYLAND ST
"0 BLOCK  LIBERTY DR, 02210",16,38.43058350100603,02210,0,LIBERTY DR
"0 BLOCK  LIBERTY SQ, 02109",6,64.738430583501,02109,0,LIBERTY SQ
"0 BLOCK  LIFE ST, 02135",5,70.03688799463448,02135,0,LIFE ST
"0 BLOCK  LILA RD, 02130",3,84.40643863179075,02130,0,LILA RD
"0 BLOCK  LILLY ST, 02127",3,84.40643863179075,02127,0,LILLY ST
"0 BLOCK  LIME ST, 02108",4,75.85513078470825,02108,0,LIME ST
"0 BLOCK  LINCOLN ST, 02111",14,42.25352112676056,02111,0,LINCOLN ST
"0 BLOCK  LINCOLN ST, 02122",22,31.15358819584172,02122,0,LINCOLN ST
"0 BLOCK  LINCOLN ST, 02135",22,31.15358819584172,02135,0,LINCOLN ST
"0 BLOCK  LINCOLN ST, 02136",26,26.86116700201208,02136,0,LINCOLN ST
"0 BLOCK  LINDA LN, 02125",9,53.923541247484906,02125,0,LINDA LN
"0 BLOCK  LINDALL ST, 02131",3,84.40643863179075,02131,0,LINDALL ST
"0 BLOCK  LINDEN AVE, 02126",6,64.738430583501,02126,0,LINDEN AVE
"0 BLOCK  LINDEN RD, 02132",2,100.0,02132,0,LINDEN RD
"0 BLOCK  LINDEN ST, 02122",30,23.725687458081826,02122,0,LINDEN ST
"0 BLOCK  LINDEN ST, 02127",4,75.85513078470825,02127,0,LINDEN ST
"0 BLOCK  LINDEN ST, 02134",91,5.633802816901412,02134,0,LINDEN ST
"0 BLOCK  LINDSEY ST, 02124",62,10.060362173038229,02124,0,LINDSEY ST
"0 BLOCK  LINGARD ST, 02125",9,53.923541247484906,02125,0,LINGARD ST
"0 BLOCK  LINNET ST, 02132",2,100.0,02132,0,LINNET ST
"0 BLOCK  LINSKY-BARRY CT, 02127",12,46.12676056338029,02127,0,LINSKY-BARRY CT
"0 BLOCK  LINWOOD SQ, 02119",4,75.85513078470825,02119,0,LINWOOD SQ
"0 BLOCK  LINWOOD ST, 02119",7,60.39570757880617,02119,0,LINWOOD ST
"0 BLOCK  LINWOOD ST, 02136",4,75.85513078470825,02136,0,LINWOOD ST
"0 BLOCK  LISBON ST, 02128",18,35.798122065727696,02128,0,LISBON ST
"0 BLOCK  LISZT ST, 02131",3,84.40643863179075,02131,0,LISZT ST
"0 BLOCK  LITCHFIELD ST, 02135",18,35.798122065727696,02135,0,LITCHFIELD ST
"0 BLOCK  LITHGOW ST, 02124",23,30.14755197853789,02124,0,LITHGOW ST
"0 BLOCK  LIVERPOOL ST, 02128",20,33.433936955063714,02128,0,LIVERPOOL ST
"0 BLOCK  LIVINGSTONE ST, 02124",19,34.607645875251514,02124,0,LIVINGSTONE ST
"0 BLOCK  LOCHDALE RD, 02131",17,37.156270959087855,02131,0,LOCHDALE RD
"0 BLOCK  LOCHSTEAD AVE, 02130",11,48.52448021462106,02130,0,LOCHSTEAD AVE
"0 BLOCK  LOCKWOOD ST, 02136",3,84.40643863179075,02136,0,LOCKWOOD ST
"0 BLOCK  LOCUST ST, 02125",4,75.85513078470825,02125,0,LOCUST ST
"0 BLOCK  LODGEHILL RD, 02136",2,100.0,02136,0,LODGEHILL RD
"0 BLOCK  LOGAN ST, 02119",9,53.923541247484906,02119,0,LOGAN ST
"0 BLOCK  LOGAN WAY, 02127",15,39.87256874580818,02127,0,LOGAN WAY
"0 BLOCK  LOMASNEY WAY, 02114",69,8.702213279678073,02114,0,LOMASNEY WAY
"0 BLOCK  LOMBARD ST, 02124",3,84.40643863179075,02124,0,LOMBARD ST
"0 BLOCK  LONDON ST, 02128",51,13.363514419852452,02128,0,LONDON ST
"0 BLOCK  LONG AVE, 02134",23,30.14755197853789,02134,0,LONG AVE
"0 BLOCK  LONG ISLAND RD, 02122",3,84.40643863179075,02122,0,LONG ISLAND RD
"0 BLOCK  LONG WHARF, 02110",3,84.40643863179075,02110,0,LONG WHARF
"0 BLOCK  LONG WHRF, 02110",26,26.86116700201208,02110,0,LONG WHRF
"0 BLOCK  LONGFELLOW PL, 02114",59,10.680751173708924,02114,0,LONGFELLOW PL
"0 BLOCK  LONGFELLOW ST, 02122",30,23.725687458081826,02122,0,LONGFELLOW ST
"0 BLOCK  LONSDALE ST, 02124",43,16.297786720321927,02124,0,LONSDALE ST
"0 BLOCK  LORENZO ST, 02122",8,56.87458081824279,02122,0,LORENZO ST
"0 BLOCK  LORETTE ST, 02132",4,75.85513078470825,02132,0,LORETTE ST
"0 BLOCK  LORING ST, 02127",7,60.39570757880617,02127,0,LORING ST
"0 BLOCK  LORING ST, 02136",10,50.93896713615024,02136,0,LORING ST
"0 BLOCK  LORNA RD, 02126",26,26.86116700201208,02126,0,LORNA RD
"0 BLOCK  LORNA ROAD, 02126",6,64.738430583501,02126,0,LORNA ROAD
"0 BLOCK  LORNE ST, 02124",35,20.35546613011402,02124,0,LORNE ST
"0 BLOCK  LORRAINE ST, 02131",5,70.03688799463448,02131,0,LORRAINE ST
"0 BLOCK  LORRAINE TER, 02134",3,84.40643863179075,02134,0,LORRAINE TER
"0 BLOCK  LOTHIAN RD, 02135",19,34.607645875251514,02135,0,LOTHIAN RD
"0 BLOCK  LOTHIAN ROAD, 02135",2,100.0,02135,0,LOTHIAN ROAD
"0 BLOCK  LOTHROP ST, 02135",5,70.03688799463448,02135,0,LOTHROP ST
"0 BLOCK  LOUDER'S LN, 02130",3,84.40643863179075,02130,0,LOUDER'S LN
"0 BLOCK  LOUIS D BROWN WAY, 02124",5,70.03688799463448,02124,0,LOUIS D BROWN WAY
"0 BLOCK  LOUIS PRANG ST, 02115",2,100.0,02115,0,LOUIS PRANG ST
"0 BLOCK  LOUIS TER, 02124",2,100.0,02124,0,LOUIS TER
"0 BLOCK  LOURDES AVE, 02130",14,42.25352112676056,02130,0,LOURDES AVE
"0 BLOCK  LOVEJOY WHRF, 02114",9,53.923541247484906,02114,0,LOVEJOY WHRF
"0 BLOCK  LOWELL ST, 01840",2,100.0,01840,0,LOWELL ST
"0 BLOCK  LOYOLA CIR, 02132",4,75.85513078470825,02132,0,LOYOLA CIR
"0 BLOCK  LUBEC ST, 02128",24,29.10798122065728,02128,0,LUBEC ST
"0 BLOCK  LUCERNE ST, 02124",33,21.5962441314554,02124,0,LUCERNE ST
"0 BLOCK  LUCY ST, 02125",67,8.88665325285044,02125,0,LUCY ST
"0 BLOCK  LYALL ST, 02132",5,70.03688799463448,02132,0,LYALL ST
"0 BLOCK  LYFORD ST, 02124",10,50.93896713615024,02124,0,LYFORD ST
"0 BLOCK  LYNDE ST, 02129",2,100.0,02129,0,LYNDE ST
"0 BLOCK  LYNDEBORO ST, 02129",4,75.85513078470825,02129,0,LYNDEBORO ST
"0 BLOCK  LYNDHURST ST, 02124",41,17.253521126760564,02124,0,LYNDHURST ST
"0 BLOCK  LYNDHURST, 02124",3,84.40643863179075,02124,0,LYNDHURST
"0 BLOCK  LYNNVILLE TER, 02121",2,100.0,02121,0,LYNNVILLE TER
"0 BLOCK  LYON ST, 02122",76,7.427900737759896,02122,0,LYON ST
"0 BLOCK  M ST, 02127",11,48.52448021462106,02127,0,M ST
"0 BLOCK  MACDONALD ST, 02136",2,100.0,02136,0,MACDONALD ST
"0 BLOCK  MACKIN ST, 02135",2,100.0,02135,0,MACKIN ST
"0 BLOCK  MADELINE ST, 02135",3,84.40643863179075,02135,0,MADELINE ST
"0 BLOCK  MAFFA WAY, 02129",2,100.0,02129,0,MAFFA WAY
"0 BLOCK  MAGAZINE ST, 02119",29,24.463447350771293,02119,0,MAGAZINE ST
"0 BLOCK  MAGDALA ST, 02124",8,56.87458081824279,02124,0,MAGDALA ST
"0 BLOCK  MAGEE ST, 02136",5,70.03688799463448,02136,0,MAGEE ST
"0 BLOCK  MAGNOLIA PL, 02125",3,84.40643863179075,02125,0,MAGNOLIA PL
"0 BLOCK  MAGNOLIA SQ, 02125",5,70.03688799463448,02125,0,MAGNOLIA SQ
"0 BLOCK  MAGNOLIA ST, 02125",30,23.725687458081826,02125,0,MAGNOLIA ST
"0 BLOCK  MAHLER RD, 02131",5,70.03688799463448,02131,0,MAHLER RD
"0 BLOCK  MAIDA TER, 02136",2,100.0,02136,0,MAIDA TER
"0 BLOCK  MAIN ST, 02129",15,39.87256874580818,02129,0,MAIN ST
"0 BLOCK  MAJOR MICHAEL J O'CONNOR WAY, 02127",13,44.26559356136821,02127,0,MAJOR MICHAEL J O'CONNOR WAY
"0 BLOCK  MALCOLM RD, 02130",3,84.40643863179075,02130,0,MALCOLM RD
"0 BLOCK  MALCOLM ROAD, 02130",3,84.40643863179075,02130,0,MALCOLM ROAD
"0 BLOCK  MALCOLM X BLVD, 02119",13,44.26559356136821,02119,0,MALCOLM X BLVD
"0 BLOCK  MALCOLM X BLVD, 02120",95,5.298457411133473,02120,0,MALCOLM X BLVD
"0 BLOCK  MALCOLM X BOULEVARD, 02120",12,46.12676056338029,02120,0,MALCOLM X BOULEVARD
"0 BLOCK  MALDEN ST, 02118",26,26.86116700201208,02118,0,MALDEN ST
"0 BLOCK  MALLARD AVE, 02124",28,25.16767270288397,02124,0,MALLARD AVE
"0 BLOCK  MALLET ST, 02124",10,50.93896713615024,02124,0,MALLET ST
"0 BLOCK  MALLON RD, 02121",25,27.90073775989269,02121,0,MALLON RD
"0 BLOCK  MALTA ST, 02126",20,33.433936955063714,02126,0,MALTA ST
"0 BLOCK  MALVERN ST, 02134",15,39.87256874580818,02134,0,MALVERN ST
"0 BLOCK  MAMELON CIR, 02126",7,60.39570757880617,02126,0,MAMELON CIR
"0 BLOCK  MANION RD, 02136",3,84.40643863179075,02136,0,MANION RD
"0 BLOCK  MANLEY ST, 02122",11,48.52448021462106,02122,0,MANLEY ST
"0 BLOCK  MANN ST, 02132",2,100.0,02132,0,MANN ST
"0 BLOCK  MANNING ST, 02131",5,70.03688799463448,02131,0,MANNING ST
"0 BLOCK  MANOR ST, 02122",6,64.738430583501,02122,0,MANOR ST
"0 BLOCK  MANSFIELD ST, 02134",32,22.31723675385648,02134,0,MANSFIELD ST
"0 BLOCK  MANSUR ST, 02131",4,75.85513078470825,02131,0,MANSUR ST
"0 BLOCK  MANTHORNE RD, 02132",7,60.39570757880617,02132,0,MANTHORNE RD
"0 BLOCK  MAPES ST, 02122",3,84.40643863179075,02122,0,MAPES ST
"0 BLOCK  MAPLE CT, 02121",11,48.52448021462106,02121,0,MAPLE CT
